Web_id,Home_url,Cat_url1,Cat_url2,Cat_url3,Cat_method
322,https://www.theperfumeshop.com/,https://www.theperfumeshop.com/gifts/personalisation/monogramming/c/EN30003,https://www.theperfumeshop.com/products/shop-all/c/SA2001?q=%3A%3AtpsMasterBrandCode%3A48%3AigcRangeNameCode%3Al1212-rose%3AigcRangeNameCode%3Aeau-de-lacoste-l1212-blanc%3AproductType%3AEau%20de%20Parfum%20for%20him%3AproductType%3AEau%20de%20Parfum%20for%20her&sort=ranking,https://www.theperfumeshop.com/gifts/free-gifts/free-gifts-for-her/c/W30039,keywords matching
321,https://www.westmusic.com/,https://www.westmusic.com/specials/deals-archive/old_2018/old_recorders-best-sellers/,https://www.westmusic.com/specials/deals-archive/old_2015/old_2015-holiday-categories-1/old_top-sellers/,https://www.westmusic.com/specials/deals-archive/old_2016/old_2016-holiday-wm-categories/old_plugged-in/,keywords matching
320,https://www.rockbottomgolf.com/,https://www.rockbottomgolf.com/hot-sellers/bags/#/?Categories=Hot+Sellers%3EBags&search_return=all,https://www.rockbottomgolf.com/hot-sellers/apparel/#/?Categories=Hot+Sellers%3EApparel&search_return=all&Gender=Mens,https://www.rockbottomgolf.com/hot-sellers/shoes/#/?Categories=Hot+Sellers%3EShoes&search_return=all&Gender=Mens,keywords matching
318,https://www.drapers.com/,None,None,None,None
317,https://www.appleseeds.com/,None,None,None,None
316,https://www.haband.com/,None,None,None,None
315,https://www.blair.com/,None,None,None,None
314,https://www.jensonusa.com/,https://www.jensonusa.com/Bicycle-Components,https://www.jensonusa.com/Bicycle-Accessories,https://www.jensonusa.com/Bicycle-Apparel,keywords matching
313,https://shop.franklinplanner.com/,None,None,None,None
312,https://cariuma.com/,https://cariuma.com/collections/the-berrics-catiba-pro-mens,https://cariuma.com/collections/the-oca-high-for-men,https://cariuma.com/collections/caturi-women,keywords matching
309,https://www.golfbidder.co.uk/,https://www.golfbidder.co.uk/golf-clothing/20/footjoy-golf-shoes.html,https://www.golfbidder.co.uk/golf-balls/91/new-golf-balls.html?+titleist,https://www.golfbidder.co.uk/golf-balls/31/lake-golf-balls.html,keywords matching
304,https://www.simplestar.com/,https://www.simplestar.com/fr/,https://www.simplestar.com/?lang=en,https://www.simplestar.com/es/,"[class*=""nav""]  a"
300,https://www.aftershotpro.com/en/,https://www.aftershotpro.com/en/free-trials/,https://www.aftershotpro.com/en/products/photo-brush-bundle/,https://www.aftershotpro.com/en/feedback/,nav a
299,https://www.roxio.com/en/,https://www.roxio.com/en/products/developer-tools/,https://www.roxio.com/en/products/easy-burning/standard/,https://www.roxio.com/en/upgrade-center/,nav a
